Participant,JudgedSpeed,PaddleLength,BallSpeed,TrialNumber,BackgroundColor,HitOrMiss,BlockNumber
3,1,50,7,266,blue,1,12
3,1,250,7,267,red,1,12
3,1,50,7,268,red,1,12
3,0,250,2,269,red,1,12
3,1,250,5,270,red,1,12
3,1,50,4,271,blue,0,12
3,0,50,2,272,blue,0,12
3,1,250,5,273,blue,1,12
3,1,50,6,274,red,1,12
3,0,250,3,275,blue,1,12
3,0,250,2,276,blue,1,12
3,0,250,6,277,red,1,12
3,1,50,5,278,red,0,12
3,1,50,5,279,blue,1,12
3,1,250,4,280,red,1,12
3,1,250,4,281,blue,1,12
3,1,250,7,282,blue,1,12
3,0,50,3,283,red,0,12
3,1,50,6,284,blue,1,12
3,0,50,2,285,red,0,12
3,0,250,3,286,red,1,12
3,0,50,3,287,blue,0,12
3,1,250,6,288,blue,1,12
4,1,250,6,1,red,1,1
4,1,250,7,2,red,1,1
4,1,50,4,3,blue,1,1
4,1,250,5,4,blue,0,1
4,0,250,4,5,red,1,1
4,1,50,7,6,blue,0,1
4,0,50,3,7,red,0,1
4,0,250,5,8,red,1,1
4,0,50,2,9,red,1,1
4,1,50,7,10,red,1,1
4,0,250,2,11,red,0,1
4,1,50,6,12,red,0,1
4,0,250,3,13,blue,1,1
4,1,50,6,14,blue,1,1
4,0,50,3,15,blue,0,1
4,1,250,7,16,blue,1,1
4,0,250,6,17,blue,1,1
4,1,50,4,18,red,1,1
4,0,250,3,19,red,1,1
4,1,50,5,20,red,0,1
4,0,50,2,21,blue,0,1
4,0,250,4,22,blue,0,1
4,0,50,5,23,blue,0,1
4,0,250,2,24,blue,1,1
4,1,250,6,25,blue,1,2
4,1,250,4,26,red,1,2
4,1,250,5,27,blue,1,2
4,0,250,4,28,blue,1,2
4,1,50,4,29,red,0,2
4,0,250,2,30,blue,1,2
4,1,250,6,31,red,0,2
4,0,250,2,32,red,0,2
4,1,50,5,33,blue,1,2
4,1,50,4,34,blue,0,2
4,1,250,7,35,blue,1,2
4,1,50,6,36,red,1,2
4,0,50,2,37,blue,0,2
4,0,50,3,38,red,1,2
4,0,50,2,39,red,0,2
4,1,50,7,40,blue,1,2
4,1,50,7,41,red,1,2
4,0,250,3,42,blue,1,2
4,1,250,7,43,red,1,2
4,0,50,5,44,red,1,2
4,0,250,5,45,red,1,2
4,1,50,6,46,blue,1,2
4,0,250,3,47,red,1,2
4,0,50,3,48,blue,0,2
4,0,250,6,49,blue,1,3
4,1,250,5,50,red,1,3
4,0,250,3,51,red,1,3
4,0,50,3,52,blue,0,3
4,0,50,3,53,red,0,3
4,0,50,2,54,blue,1,3
4,0,50,2,55,red,0,3
4,1,250,7,56,red,1,3
4,0,250,4,57,red,1,3
4,1,50,4,58,red,0,3
4,0,250,4,59,blue,1,3
4,0,250,6,60,red,1,3
4,0,250,2,61,red,1,3
4,1,50,5,62,red,0,3
4,1,50,6,63,red,0,3
4,1,50,6,64,blue,1,3
4,1,250,7,65,blue,1,3
4,1,250,5,66,blue,1,3
4,1,50,7,67,red,1,3
4,1,50,7,68,blue,0,3
4,0,250,2,69,blue,1,3
4,0,250,3,70,blue,1,3
4,1,50,5,71,blue,0,3
4,0,50,4,72,blue,0,3
4,0,250,5,73,blue,1,4
4,0,250,2,74,blue,1,4
4,1,50,6,75,red,0,4
4,0,50,2,76,red,0,4
4,0,50,5,77,red,0,4
4,0,250,6,78,blue,0,4
4,0,50,3,79,blue,1,4
4,1,250,7,80,red,1,4
4,1,250,6,81,red,1,4
4,0,250,2,82,red,0,4
4,1,50,7,83,red,0,4
4,1,50,6,84,blue,0,4
4,0,250,3,85,blue,1,4
4,1,250,7,86,blue,1,4
4,0,50,4,87,red,1,4
4,1,250,5,88,red,1,4
4,1,250,4,89,red,1,4
4,1,50,4,90,blue,0,4
4,0,250,4,91,blue,1,4
4,1,50,5,92,blue,1,4
4,1,50,7,93,blue,0,4
4,0,50,3,94,red,0,4
4,0,250,3,95,red,1,4
4,0,50,2,96,blue,1,4
4,1,50,4,97,blue,0,5
4,0,250,4,98,blue,0,5
4,0,250,7,99,red,1,5
4,1,50,7,100,blue,1,5
4,0,250,2,101,red,1,5
4,0,50,3,102,red,0,5
4,1,50,6,103,red,1,5
4,0,50,2,104,blue,0,5
4,0,250,2,105,blue,1,5
4,0,250,5,106,blue,1,5
4,0,250,4,107,red,1,5
4,0,50,2,108,red,0,5
4,1,50,7,109,red,0,5
4,1,50,5,110,red,0,5
4,1,250,7,111,blue,1,5
4,1,250,6,112,blue,1,5
4,0,250,5,113,red,1,5
4,0,250,3,114,blue,1,5
4,1,50,6,115,blue,0,5
4,1,50,5,116,blue,0,5
4,0,50,3,117,blue,0,5
4,0,50,4,118,red,0,5
4,0,250,3,119,red,1,5
4,1,250,6,120,red,0,5
4,1,50,7,121,blue,1,6
4,1,50,6,122,red,1,6
4,0,50,3,123,red,0,6
4,0,250,2,124,blue,1,6
4,1,250,7,125,red,1,6
4,1,250,5,126,blue,1,6
4,1,50,5,127,blue,0,6
4,0,50,3,128,blue,1,6
4,1,50,5,129,red,1,6
4,0,250,4,130,blue,1,6
4,1,250,6,131,red,1,6
4,0,250,3,132,blue,1,6
4,0,250,3,133,red,1,6
4,0,250,2,134,red,1,6
4,0,50,4,135,red,1,6
4,0,250,5,136,red,1,6
4,1,250,6,137,blue,1,6
4,1,250,7,138,blue,1,6
4,0,250,4,139,red,1,6
4,0,50,4,140,blue,0,6
4,1,50,7,141,red,0,6
4,0,50,2,142,blue,0,6
4,1,50,6,143,blue,0,6
4,0,50,2,144,red,0,6
4,1,50,5,145,red,0,7
4,1,50,5,146,blue,0,7
4,1,50,7,147,blue,0,7
4,1,250,6,148,blue,1,7
4,0,250,4,149,red,1,7
4,1,50,6,150,red,1,7
4,0,50,4,151,red,1,7
4,1,50,7,152,red,0,7
4,0,50,4,153,blue,1,7
4,0,250,2,154,red,1,7
4,0,250,3,155,red,1,7
4,0,50,3,156,blue,0,7
4,0,250,4,157,blue,1,7
4,0,250,5,158,blue,1,7
4,0,50,3,159,red,0,7
4,0,50,2,160,blue,1,7
4,1,250,7,161,blue,1,7
4,1,250,7,162,red,1,7
4,1,250,5,163,red,1,7
4,1,50,6,164,blue,0,7
4,0,50,2,165,red,0,7
4,0,250,2,166,blue,1,7
4,1,250,6,167,red,1,7
4,0,250,3,168,blue,1,7
4,0,250,2,169,red,1,8
4,0,250,2,170,blue,1,8
4,1,250,5,171,red,1,8
4,0,50,3,172,blue,0,8
4,0,250,4,173,blue,1,8
4,1,50,7,174,red,1,8
4,1,250,7,175,red,1,8
4,0,50,4,176,blue,1,8
4,0,50,7,177,blue,0,8
4,1,250,6,178,blue,1,8
4,1,50,6,179,blue,0,8
4,0,50,2,180,blue,0,8
4,0,250,6,181,red,1,8
4,0,50,2,182,red,0,8
4,0,50,3,183,red,1,8
4,0,50,4,184,red,0,8
4,0,250,4,185,red,1,8
4,0,250,3,186,red,1,8
4,1,250,7,187,blue,1,8
4,1,250,5,188,blue,1,8
4,1,50,6,189,red,0,8
4,1,50,5,190,blue,0,8
4,0,50,5,191,red,0,8
4,0,250,3,192,blue,1,8
4,0,250,3,193,red,1,9
4,0,50,4,194,blue,0,9
4,1,250,5,195,blue,1,9
4,0,250,2,196,red,1,9
4,1,50,4,197,red,1,9
4,1,250,6,198,blue,1,9
4,1,250,6,199,red,1,9
4,0,50,2,200,blue,0,9
4,1,50,7,201,blue,0,9
4,1,250,7,202,blue,1,9
4,1,50,6,203,red,1,9
4,1,50,5,204,red,0,9
4,0,250,5,205,red,1,9
4,0,250,4,206,red,1,9
4,1,50,6,207,blue,0,9
4,0,250,2,208,blue,1,9
4,0,50,3,209,red,0,9
4,1,50,7,210,red,0,9
4,0,250,3,211,blue,1,9
4,0,250,4,212,blue,1,9
4,0,50,3,213,blue,0,9
4,1,50,5,214,blue,0,9
4,0,50,2,215,red,1,9
4,1,250,7,216,red,1,9
4,0,50,3,217,blue,1,10
4,0,50,4,218,blue,0,10
4,1,50,6,219,blue,1,10
4,0,50,3,220,red,1,10
4,0,250,3,221,red,1,10
4,1,250,7,222,blue,1,10
4,1,50,6,223,red,1,10
4,0,250,2,224,blue,1,10
4,0,250,3,225,blue,1,10
4,1,250,5,226,blue,1,10
4,1,50,7,227,blue,0,10
4,0,50,2,228,blue,1,10
4,1,250,6,229,red,1,10
4,1,250,6,230,blue,1,10
4,0,250,2,231,red,1,10
4,1,50,4,232,red,0,10
4,1,50,5,233,blue,1,10
4,1,50,7,234,red,1,10
4,0,250,5,235,red,1,10
4,0,50,2,236,red,1,10
4,1,250,7,237,red,1,10
4,0,50,5,238,red,0,10
4,0,250,4,239,red,1,10
4,0,250,4,240,blue,1,10
4,0,250,5,241,blue,0,11
4,1,250,6,242,blue,0,11
4,1,50,4,243,blue,0,11
4,1,50,6,244,red,0,11
4,0,250,3,245,red,1,11
4,1,250,5,246,red,1,11
4,1,50,7,247,blue,0,11
4,0,250,2,248,blue,1,11
4,0,250,3,249,blue,1,11
4,0,50,2,250,red,0,11
4,1,50,5,251,blue,1,11
4,0,50,2,252,blue,1,11
4,1,250,4,253,red,1,11
4,1,250,7,254,blue,1,11
4,1,50,5,255,red,1,11
4,0,50,3,256,blue,0,11
4,0,250,4,257,blue,1,11
4,1,250,7,258,red,1,11
4,0,50,3,259,red,0,11
4,0,50,4,260,red,0,11
4,0,250,2,261,red,1,11
4,1,50,7,262,red,1,11
4,1,250,6,263,red,1,11
4,1,50,6,264,blue,1,11
4,1,50,6,265,blue,0,12
4,1,50,6,266,red,1,12
4,1,50,4,267,red,0,12
4,1,50,7,268,blue,0,12
4,0,250,2,269,blue,1,12
4,1,250,7,270,blue,1,12
4,1,250,6,271,red,1,12
4,0,250,3,272,blue,1,12
4,0,50,4,273,blue,1,12
4,0,50,2,274,blue,1,12
4,1,50,5,275,blue,0,12
4,0,50,2,276,red,1,12
4,1,250,5,277,blue,1,12
4,0,50,3,278,blue,1,12
4,0,250,3,279,red,1,12
4,1,250,7,280,red,1,12
4,1,50,5,281,red,0,12
4,0,250,4,282,blue,1,12
4,0,250,5,283,red,1,12
4,0,50,3,284,red,1,12
4,0,250,4,285,red,1,12
4,0,250,2,286,red,1,12
4,1,250,6,287,blue,1,12
4,1,50,7,288,red,0,12
5,0,250,4,1,blue,0,1
5,0,250,3,2,blue,1,1
5,0,50,5,3,red,0,1
5,0,250,5,4,blue,1,1
5,1,50,7,5,blue,1,1
5,0,50,2,6,red,1,1
5,1,50,4,7,red,1,1
5,1,250,6,8,red,1,1
5,1,50,4,9,blue,0,1
5,0,50,3,10,blue,0,1
5,0,50,2,11,blue,1,1
5,0,250,2,12,blue,1,1
5,1,250,7,13,red,1,1
5,1,250,6,14,blue,1,1
5,1,250,3,15,red,1,1
5,1,50,6,16,blue,0,1
5,1,50,7,17,red,0,1
5,1,50,5,18,blue,0,1
5,1,50,3,19,red,0,1
5,1,250,5,20,red,1,1
5,1,250,4,21,red,1,1
5,1,50,6,22,red,1,1
5,0,250,2,23,red,1,1
5,1,250,7,24,blue,1,1
5,1,50,6,25,blue,0,2
5,0,50,3,26,blue,1,2
5,1,50,6,27,red,1,2
5,1,250,5,28,blue,1,2
5,1,250,6,29,red,1,2
5,0,250,4,30,red,1,2
5,1,50,7,31,blue,1,2
5,1,50,7,32,red,1,2
5,0,50,2,33,red,1,2
5,0,250,2,34,red,1,2
5,0,250,2,35,blue,1,2
5,1,250,7,36,blue,1,2
5,1,50,4,37,blue,0,2
5,1,250,4,38,blue,1,2
5,1,50,4,39,red,1,2
5,1,50,5,40,red,0,2
5,1,50,3,41,red,0,2
5,0,250,3,42,red,1,2
5,0,50,2,43,blue,1,2
5,1,250,7,44,red,1,2
5,1,250,6,45,blue,1,2
5,1,50,5,46,blue,0,2
5,1,250,5,47,red,1,2
5,1,250,3,48,blue,1,2
5,0,50,4,49,red,0,3
5,1,250,6,50,blue,1,3
5,0,50,2,51,red,1,3
5,1,250,6,52,red,1,3
5,1,250,5,53,red,1,3
5,0,250,2,54,blue,1,3
5,1,50,7,55,red,1,3
5,1,250,4,56,red,1,3
5,0,50,3,57,red,1,3
5,0,250,3,58,blue,1,3
5,0,250,2,59,red,1,3
5,1,250,5,60,blue,1,3
5,1,50,6,61,blue,0,3
5,1,50,3,62,blue,1,3
5,1,50,5,63,blue,1,3
5,1,250,7,64,red,1,3
5,1,250,4,65,blue,1,3
5,1,50,4,66,blue,1,3
5,0,50,2,67,blue,1,3
5,1,250,7,68,blue,1,3
5,1,50,7,69,blue,0,3
5,0,250,3,70,red,1,3
5,1,50,5,71,red,0,3
5,1,50,6,72,red,1,3
5,0,250,3,73,red,1,4
5,1,250,7,74,red,1,4
5,1,250,6,75,red,1,4
5,1,50,5,76,blue,1,4
5,1,50,4,77,blue,1,4
5,1,250,5,78,red,1,4
5,0,50,2,79,blue,1,4
5,1,250,7,80,blue,1,4
5,0,250,3,81,blue,1,4
5,1,50,7,82,blue,0,4
5,0,50,3,83,red,1,4
5,1,50,6,84,red,0,4
5,1,50,6,85,blue,1,4
5,0,250,2,86,blue,1,4
5,1,50,3,87,blue,1,4
5,1,50,4,88,red,0,4
5,0,50,2,89,red,0,4
5,1,50,5,90,red,1,4
5,1,50,7,91,red,0,4
5,1,250,5,92,blue,1,4
5,0,250,4,93,red,1,4
5,1,250,2,94,red,1,4
5,1,250,6,95,blue,1,4
5,1,250,4,96,blue,0,4
5,1,50,6,97,red,1,5
5,1,250,4,98,blue,1,5
5,1,50,5,99,blue,1,5
5,0,50,2,100,red,0,5
5,0,50,2,101,blue,1,5
5,1,50,7,102,red,1,5
5,1,250,6,103,red,1,5
5,0,250,2,104,blue,1,5
5,1,250,5,105,blue,0,5
5,1,50,4,106,blue,0,5
5,1,250,7,107,red,1,5
5,1,50,4,108,red,0,5
5,1,50,6,109,blue,1,5
5,0,250,3,110,blue,1,5
5,1,250,7,111,blue,1,5
5,0,250,3,112,red,1,5
5,1,250,6,113,blue,1,5
5,0,250,2,114,red,1,5
5,1,50,5,115,red,0,5
5,1,50,7,116,blue,1,5
5,1,250,5,117,red,1,5
5,1,250,4,118,red,1,5
5,0,50,3,119,blue,0,5
5,0,50,3,120,red,0,5
5,1,250,5,121,blue,1,6
5,1,50,6,122,blue,0,6
5,1,50,4,123,blue,0,6
5,1,250,7,124,red,1,6
5,1,50,4,125,red,1,6
5,1,50,7,126,red,1,6
5,0,50,3,127,blue,0,6
5,1,50,5,128,blue,0,6
5,1,250,4,129,red,0,6
5,0,50,2,130,blue,1,6
5,0,50,2,131,red,0,6
5,1,250,5,132,red,1,6
5,1,50,7,133,blue,0,6
5,0,250,4,134,blue,1,6
5,0,250,2,135,red,1,6
5,1,250,6,136,red,1,6
5,1,50,3,137,red,0,6
5,0,250,3,138,blue,1,6
5,0,250,2,139,blue,1,6
5,0,250,3,140,red,1,6
5,1,250,7,141,blue,1,6
5,1,50,5,142,red,0,6
5,1,250,6,143,blue,1,6
5,1,50,6,144,red,1,6
5,1,50,4,145,red,1,7
5,1,250,4,146,red,1,7
5,1,250,4,147,blue,0,7
5,0,250,3,148,blue,1,7
5,0,50,3,149,red,1,7
5,1,250,5,150,blue,1,7
5,1,50,6,151,blue,1,7
5,1,50,6,152,red,0,7
5,0,250,2,153,blue,1,7
5,1,250,7,154,blue,1,7
5,1,50,7,155,red,1,7
5,1,250,5,156,red,0,7
5,1,250,6,157,red,1,7
5,1,250,6,158,blue,1,7
5,1,50,5,159,red,1,7
5,0,50,2,160,blue,0,7
5,0,50,3,161,blue,1,7
5,0,50,2,162,red,1,7
5,1,250,7,163,red,1,7
5,1,50,7,164,blue,1,7
5,1,50,4,165,blue,0,7
5,0,250,3,166,red,1,7
5,0,250,2,167,red,1,7
5,1,50,5,168,blue,1,7
5,1,50,5,169,red,0,8
5,0,250,2,170,red,1,8
5,1,50,6,171,blue,1,8
5,1,50,6,172,red,1,8
5,0,250,5,173,blue,1,8
5,1,250,7,174,blue,1,8
5,1,250,6,175,blue,1,8
5,0,250,3,176,blue,1,8
5,1,250,6,177,red,1,8
5,1,50,5,178,blue,0,8
5,1,50,7,179,red,1,8
5,0,250,4,180,red,1,8
5,0,250,2,181,blue,1,8
5,1,50,7,182,blue,1,8
5,1,250,4,183,blue,1,8
5,1,50,4,184,blue,0,8
5,0,250,3,185,red,1,8
5,1,50,4,186,red,0,8
5,0,50,2,187,red,1,8
5,1,250,5,188,red,1,8
5,1,50,3,189,red,0,8
5,0,50,2,190,blue,1,8
5,1,250,7,191,red,1,8
5,1,50,3,192,blue,1,8
5,1,50,7,193,blue,0,9
5,0,250,4,194,blue,1,9
5,0,50,2,195,red,1,9
5,1,50,7,196,red,1,9
5,0,50,3,197,red,0,9
5,0,250,2,198,blue,1,9
5,1,50,6,199,blue,1,9
5,1,250,5,200,blue,1,9
5,1,250,3,201,red,1,9
5,1,250,5,202,red,1,9
5,1,250,6,203,blue,1,9
5,0,250,2,204,red,1,9
5,0,50,2,205,blue,1,9
5,0,250,4,206,red,1,9
5,1,250,7,207,red,1,9
5,0,50,3,208,blue,1,9
5,1,50,5,209,red,0,9
5,1,50,6,210,red,0,9
5,1,250,7,211,blue,1,9
5,1,250,6,212,red,1,9
5,0,250,3,213,blue,1,9
5,1,50,4,214,red,0,9
5,1,50,5,215,blue,0,9
5,1,50,4,216,blue,0,9
5,1,250,7,217,blue,1,10
5,1,250,5,218,blue,1,10
5,0,250,3,219,red,1,10
5,0,250,2,220,blue,1,10
5,1,50,6,221,blue,0,10
5,1,50,6,222,red,0,10
5,1,50,5,223,red,0,10
5,1,50,2,224,red,1,10
5,1,250,4,225,red,1,10
5,0,50,3,226,red,0,10
5,1,250,6,227,red,1,10
5,1,250,6,228,blue,1,10
5,1,250,5,229,red,1,10
5,1,250,7,230,red,1,10
5,0,250,2,231,red,1,10
5,1,50,5,232,blue,1,10
5,1,50,7,233,red,1,10
5,1,250,4,234,blue,1,10
5,0,50,4,235,blue,0,10
5,1,50,7,236,blue,0,10
5,0,50,3,237,blue,0,10
5,0,250,3,238,blue,1,10
5,0,50,4,239,red,1,10
5,0,50,2,240,blue,1,10
5,1,50,7,241,red,1,11
5,1,50,6,242,blue,0,11
5,1,250,3,243,blue,1,11
5,1,50,4,244,blue,0,11
5,1,250,4,245,blue,1,11
5,0,250,3,246,red,1,11
5,1,250,4,247,red,1,11
5,1,50,3,248,blue,1,11
5,0,50,2,249,blue,1,11
5,1,250,5,250,blue,1,11
5,1,50,4,251,red,0,11
5,1,250,7,252,blue,1,11
5,0,250,2,253,red,1,11
5,1,50,5,254,red,1,11
5,1,50,6,255,red,1,11
5,1,250,5,256,red,1,11
5,1,250,6,257,blue,1,11
5,1,250,7,258,red,0,11
5,0,50,3,259,red,0,11
5,0,50,2,260,red,1,11
5,1,50,7,261,blue,0,11
5,1,50,5,262,blue,1,11
5,1,250,6,263,red,1,11
5,0,250,2,264,blue,1,11
5,1,50,6,265,red,0,12
5,0,50,3,266,red,1,12
5,0,250,2,267,red,1,12
5,1,250,5,268,red,1,12
5,1,250,6,269,red,1,12
5,0,250,3,270,blue,1,12
5,1,50,5,271,red,1,12
5,0,50,2,272,red,1,12
5,1,250,5,273,blue,1,12
5,1,250,4,274,blue,1,12
5,1,50,4,275,red,0,12
5,1,50,6,276,blue,0,12
5,0,250,2,277,blue,1,12
5,1,50,7,278,red,1,12
5,1,250,7,279,blue,1,12
5,1,250,6,280,blue,1,12
5,1,50,5,281,blue,0,12
5,0,50,3,282,blue,0,12
5,0,50,2,283,blue,1,12
5,1,250,4,284,red,1,12
5,1,250,7,285,red,0,12
5,1,50,7,286,blue,1,12
5,0,250,3,287,red,1,12
5,1,50,4,288,blue,0,12
6,0,250,4,1,blue,1,1
6,1,250,7,2,blue,1,1
6,1,50,7,3,red,0,1
6,0,50,4,4,red,0,1
6,0,250,6,5,blue,1,1
6,0,50,5,6,blue,0,1
6,0,250,5,7,red,0,1
6,1,50,6,8,blue,0,1
6,0,250,2,9,blue,1,1
6,0,250,2,10,red,1,1
6,1,50,4,11,blue,0,1
6,1,250,6,12,red,1,1
6,0,50,2,13,blue,0,1
6,1,250,4,14,red,0,1
6,0,50,3,15,red,1,1
6,0,250,3,16,red,1,1
6,1,50,5,17,red,0,1
6,0,250,5,18,blue,1,1
6,1,250,7,19,red,1,1
6,0,50,2,20,red,0,1
6,1,50,7,21,blue,0,1
6,0,250,3,22,blue,1,1
6,0,50,3,23,blue,1,1
6,1,50,6,24,red,1,1
6,1,50,6,25,red,0,2
6,0,250,5,26,red,1,2
6,0,250,7,27,blue,1,2
6,1,50,5,28,red,0,2
6,1,50,6,29,blue,0,2
6,1,50,5,30,blue,0,2
6,0,50,3,31,red,0,2
6,0,50,4,32,blue,1,2
6,0,50,2,33,blue,1,2
6,0,250,3,34,blue,1,2
6,0,50,2,35,red,1,2
6,1,250,5,36,blue,1,2
6,1,50,4,37,red,1,2
6,0,250,2,38,red,1,2
6,0,50,3,39,blue,1,2
6,1,250,6,40,blue,1,2
6,0,250,2,41,blue,1,2
6,1,250,4,42,blue,1,2
6,0,250,3,43,red,1,2
6,1,250,7,44,red,1,2
6,1,250,6,45,red,1,2
6,0,250,4,46,red,1,2
6,1,50,7,47,blue,0,2
6,1,50,7,48,red,1,2
6,1,250,7,49,red,1,3
6,1,50,6,50,blue,1,3
6,0,50,3,51,red,0,3
6,1,50,7,52,blue,1,3
6,1,50,7,53,red,0,3
6,0,250,2,54,blue,1,3
6,1,250,7,55,blue,1,3
6,0,50,2,56,red,0,3
6,0,250,3,57,blue,1,3
6,1,50,4,58,red,1,3
6,1,50,3,59,blue,0,3
6,0,250,4,60,red,1,3
6,1,50,5,61,red,0,3
6,1,50,6,62,red,0,3
6,0,250,5,63,red,1,3
6,0,250,2,64,red,1,3
6,0,50,2,65,blue,0,3
6,0,50,4,66,blue,1,3
6,1,250,5,67,blue,1,3
6,1,250,6,68,blue,1,3
6,1,250,6,69,red,1,3
6,1,50,5,70,blue,1,3
6,0,250,3,71,red,1,3
6,0,250,4,72,blue,0,3
6,1,250,7,73,blue,1,4
6,1,250,6,74,blue,1,4
6,0,250,4,75,red,1,4
6,0,250,2,76,blue,0,4
6,1,250,7,77,red,1,4
6,0,250,5,78,red,1,4
6,0,50,2,79,red,0,4
6,0,250,4,80,blue,1,4
6,1,250,3,81,red,1,4
6,1,50,4,82,blue,1,4
6,1,50,7,83,blue,0,4
6,1,50,5,84,red,0,4
6,0,250,2,85,red,1,4
6,1,50,3,86,blue,0,4
6,1,50,5,87,blue,0,4
6,1,50,6,88,red,0,4
6,1,50,7,89,red,1,4
6,1,50,6,90,blue,0,4
6,0,50,3,91,red,0,4
6,0,50,2,92,blue,1,4
6,0,250,3,93,blue,1,4
6,1,250,6,94,red,1,4
6,1,50,4,95,red,1,4
6,1,250,5,96,blue,1,4
6,1,50,6,97,red,1,5
6,1,250,6,98,red,1,5
6,0,250,2,99,blue,1,5
6,1,250,6,100,blue,1,5
6,1,250,7,101,red,0,5
6,0,50,2,102,blue,0,5
6,0,250,2,103,red,1,5
6,0,50,3,104,blue,1,5
6,1,250,7,105,blue,1,5
6,1,50,4,106,blue,1,5
6,1,50,4,107,red,0,5
6,1,250,5,108,blue,1,5
6,0,250,3,109,blue,1,5
6,1,250,5,110,red,1,5
6,1,50,7,111,blue,0,5
6,0,50,2,112,red,0,5
6,1,50,7,113,red,0,5
6,1,50,3,114,red,0,5
6,1,50,5,115,blue,0,5
6,1,50,6,116,blue,0,5
6,1,250,4,117,red,0,5
6,0,250,3,118,red,1,5
6,1,50,5,119,red,1,5
6,1,250,4,120,blue,1,5
6,1,50,3,121,blue,0,6
6,1,250,5,122,red,1,6
6,1,50,6,123,blue,0,6
6,0,250,3,124,red,1,6
6,0,50,2,125,red,1,6
6,1,50,6,126,red,1,6
6,1,250,6,127,blue,1,6
6,0,50,7,128,red,1,6
6,1,50,4,129,red,0,6
6,0,250,3,130,blue,1,6
6,1,250,4,131,red,1,6
6,1,50,5,132,blue,0,6
6,1,50,5,133,red,0,6
6,0,250,4,134,blue,1,6
6,1,250,5,135,blue,1,6
6,0,50,4,136,blue,0,6
6,0,250,2,137,red,1,6
6,1,250,7,138,blue,1,6
6,0,250,2,139,blue,1,6
6,1,50,7,140,blue,1,6
6,1,250,6,141,red,1,6
6,0,50,3,142,red,0,6
6,0,50,2,143,blue,0,6
6,1,250,7,144,red,1,6
6,0,50,2,145,red,1,7
6,0,50,3,146,red,1,7
6,1,50,4,147,blue,0,7
6,1,50,6,148,red,1,7
6,1,250,6,149,blue,1,7
6,0,50,3,150,blue,1,7
6,0,250,4,151,blue,1,7
6,0,250,5,152,blue,1,7
6,1,250,7,153,red,1,7
6,0,50,2,154,blue,1,7
6,1,250,6,155,red,1,7
6,1,50,7,156,blue,1,7
6,0,250,3,157,red,1,7
6,0,250,2,158,red,1,7
6,1,50,7,159,red,0,7
6,1,250,7,160,blue,1,7
6,0,250,3,161,blue,1,7
6,1,50,5,162,red,0,7
6,0,250,2,163,blue,1,7
6,1,250,5,164,red,1,7
6,1,50,5,165,blue,0,7
6,1,250,4,166,red,0,7
6,1,50,4,167,red,0,7
6,1,50,6,168,blue,0,7
6,0,250,6,169,red,1,8
6,1,250,5,170,blue,1,8
6,0,50,3,171,red,1,8
6,0,250,4,172,blue,0,8
6,1,250,5,173,red,1,8
6,0,50,2,174,red,1,8
6,1,50,5,175,blue,0,8
6,0,250,4,176,red,1,8
6,1,250,7,177,red,1,8
6,1,250,7,178,blue,1,8
6,1,50,6,179,red,1,8
6,1,50,7,180,red,0,8
6,0,250,3,181,red,1,8
6,1,50,7,182,blue,1,8
6,0,50,2,183,blue,0,8
6,0,250,2,184,red,1,8
6,0,50,3,185,blue,0,8
6,1,250,6,186,blue,1,8
6,1,50,6,187,blue,1,8
6,0,250,3,188,blue,1,8
6,1,50,4,189,blue,0,8
6,0,50,4,190,red,1,8
6,0,250,2,191,blue,1,8
6,1,50,5,192,red,0,8
6,0,50,3,193,red,0,9
6,0,50,2,194,blue,1,9
6,1,50,6,195,blue,0,9
6,0,250,2,196,blue,1,9
6,0,250,3,197,blue,1,9
6,1,250,6,198,blue,1,9
6,0,250,2,199,red,1,9
6,1,50,5,200,blue,0,9
6,1,250,3,201,red,1,9
6,1,50,7,202,red,1,9
6,1,50,5,203,red,0,9
6,1,50,6,204,red,0,9
6,1,250,6,205,red,1,9
6,1,250,5,206,red,1,9
6,0,50,3,207,blue,1,9
6,0,250,4,208,blue,1,9
6,0,250,4,209,red,1,9
6,1,50,7,210,blue,1,9
6,0,50,4,211,blue,0,9
6,1,250,7,212,red,1,9
6,0,50,2,213,red,0,9
6,1,250,7,214,blue,1,9
6,0,250,5,215,blue,1,9
6,1,50,4,216,red,0,9
6,0,50,2,217,red,1,10
6,0,250,2,218,blue,1,10
6,1,50,7,219,blue,0,10
6,1,250,5,220,blue,1,10
6,1,50,7,221,red,1,10
6,1,50,3,222,red,1,10
6,1,250,4,223,red,1,10
6,1,50,3,224,blue,1,10
6,1,50,6,225,red,1,10
6,1,250,7,226,blue,1,10
6,1,250,7,227,red,1,10
6,1,250,5,228,red,1,10
6,1,50,5,229,red,0,10
6,0,250,2,230,red,1,10
6,0,250,4,231,blue,1,10
6,0,250,3,232,red,1,10
6,1,250,6,233,blue,1,10
6,1,50,5,234,blue,0,10
6,0,50,2,235,blue,1,10
6,0,50,4,236,blue,0,10
6,0,50,4,237,red,0,10
6,1,250,6,238,red,1,10
6,1,50,6,239,blue,1,10
6,0,250,3,240,blue,1,10
6,0,250,3,241,blue,1,11
6,0,50,2,242,red,1,11
6,1,250,6,243,blue,1,11
6,1,50,5,244,red,1,11
6,1,250,5,245,red,1,11
6,1,250,4,246,blue,1,11
