Serial,WBOptimf,WBUseful,WBRelax,WBIntp,WBEnergy,WBDealpr,WBThkclr,WBGoodme,WBClsep,WBConfid,WBMkmind,WBLoved,WBIntthg,WBCheer
1089271,4,3,2,4,3,4,3,4,5,4,3,5,3,4
1089279,2,3,3,3,2,3,4,3,3,3,4,4,2,3
1005657,4,4,5,4,3,4,4,4,5,4,4,5,4,4
1005663,3,3,4,4,3,4,4,4,4,4,5,4,3,4
1005683,4,4,3,4,1,4,3,4,4,4,4,4,4,4
1005697,4,2,2,2,3,2,2,1,2,1,4,4,3,2
1005702,4,3,2,2,3,4,3,2,4,2,4,4,3,3
1005709,2,2,3,4,3,3,3,2,3,2,4,2,4,3
1005727,3,3,3,2,2,3,3,3,4,3,3,4,2,4
1023572,2,3,3,2,3,4,4,4,4,2,4,3,3,4
1023581,5,4,5,3,3,1,3,5,4,3,4,5,3,5
1056947,3,3,4,2,3,4,4,5,3,5,5,4,1,3
1056953,3,4,3,3,3,3,3,3,3,3,3,3,3,3
1004324,3,1,2,1,2,2,2,3,2,3,2,3,1,3
1004361,3,2,4,1,1,1,3,2,5,1,5,5,5,5
1000400,5,5,4,5,4,5,5,5,5,5,5,5,4,5
1003209,3,1,4,1,4,2,2,2,4,2,5,2,3,3
1004968,3,4,2,4,3,3,5,4,4,3,5,4,3,5
1004974,1,1,2,1,1,1,1,1,1,1,1,1,1,2
1030393,4,3,3,3,3,4,4,3,4,3,4,5,5,3
1041110,4,3,3,4,4,5,5,2,5,3,5,5,5,5
1041216,3,3,3,3,2,2,2,3,2,2,4,4,3,4
1003845,3,3,4,4,4,4,5,3,5,3,5,5,5,5
1003878,5,4,4,4,3,3,4,3,4,3,4,5,3,3
1003921,4,5,4,5,4,5,5,4,5,4,4,5,5,4
1003947,4,4,3,4,2,3,4,2,4,3,4,5,4,4
1003954,4,3,4,4,4,3,3,4,3,3,4,5,3,4
1017848,3,3,4,3,2,4,3,2,2,2,5,4,4,3
1039755,3,4,3,2,2,2,2,3,4,3,3,5,3,3
1004598,2,2,2,3,2,3,3,2,4,3,4,4,3,2
1004656,3,3,2,2,4,4,3,3,2,2,2,4,3,3
1004659,3,3,3,3,3,3,4,3,4,5,3,5,3,3
1004677,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1004698,4,3,2,3,4,3,4,3,3,4,4,4,4,4
1025729,3,3,3,4,3,4,5,4,3,4,5,5,4,3
1075599,3,2,3,1,2,2,3,3,2,3,4,4,4,5
1075602,4,4,3,3,4,2,3,2,3,4,4,3,4,3
1000338,4,4,3,2,4,3,2,3,3,2,3,4,4,3
1010954,3,4,3,3,2,3,4,2,4,2,3,5,4,2
1011004,3,4,3,3,2,4,3,5,4,3,5,5,4,4
1011118,4,4,3,3,4,4,4,4,4,4,4,4,4,4
1022899,1,1,1,1,1,3,2,2,1,1,4,3,2,1
1022965,3,1,4,4,3,5,3,2,3,2,2,3,3,4
1001821,4,3,2,2,2,3,3,2,2,2,3,2,2,2
1013140,4,4,3,3,3,4,4,4,4,3,4,5,4,4
1013145,3,3,2,3,4,4,4,3,3,3,3,3,4,3
1048142,4,3,2,2,2,3,3,2,2,2,3,2,3,2
1084023,3,2,4,3,4,3,5,4,3,3,5,5,5,5
1037548,2,3,1,4,2,4,3,3,4,2,5,4,4,3
1037593,4,4,2,2,4,3,3,2,2,1,4,5,2,1
1037598,2,4,3,2,3,3,4,2,4,2,4,3,4,3
1037601,3,5,3,4,4,5,5,3,5,5,3,5,3,4
1037618,1,2,2,4,1,2,2,2,3,1,2,3,3,2
1037630,4,4,3,3,2,3,3,3,2,2,3,3,3,3
1037643,4,2,4,4,3,3,3,3,4,4,2,4,3,5
1037670,2,2,4,2,2,3,3,3,2,3,2,3,2,3
1037694,4,3,3,4,3,3,4,4,4,3,4,5,4,4
1042981,4,4,2,2,2,3,2,3,4,4,5,5,5,5
1043017,3,2,3,4,4,3,3,3,3,2,3,3,3,3
1001626,3,1,1,2,4,1,1,1,1,1,1,1,1,1
1007896,5,4,3,3,3,4,5,5,5,5,5,5,5,5
1017679,2,2,2,1,3,2,4,1,4,2,2,5,1,2
1017708,3,3,3,3,3,4,3,3,4,3,5,5,4,4
1008844,3,3,2,3,3,4,4,3,4,4,4,5,3,3
1008865,2,2,4,3,4,5,4,4,4,4,5,4,4,4
1008912,4,2,2,4,1,3,2,2,5,3,5,5,3,4
1016854,3,4,4,3,4,4,4,3,4,3,3,5,4,3
1016957,3,3,2,5,3,3,3,2,4,3,3,4,4,3
1016962,3,3,3,2,2,3,3,2,3,2,4,4,3,3
1042121,3,3,3,2,4,4,3,3,3,2,4,4,2,4
1052934,2,1,4,1,1,1,2,1,1,1,2,2,1,1
1024499,3,3,3,2,3,2,3,3,2,2,3,4,3,3
1069670,3,3,2,3,2,2,2,2,3,3,2,4,3,3
1084428,5,4,2,4,1,3,3,3,4,3,4,4,3,3
1011961,4,4,4,4,3,4,4,3,3,4,5,5,4,4
1012009,2,3,4,3,3,4,5,3,3,3,4,4,3,4
1012024,5,3,3,4,1,2,3,2,2,3,5,5,5,5
1012080,3,2,3,4,2,2,3,3,2,3,4,5,3,3
1012113,3,2,3,3,4,4,3,2,2,2,2,4,2,3
1012114,4,4,3,4,3,4,4,3,5,3,3,5,4,4
1026547,3,4,4,5,3,5,5,3,4,3,4,5,4,4
1037001,2,3,4,3,3,4,4,4,4,5,5,3,5,5
1057413,4,5,3,4,3,3,3,2,5,3,5,2,4,3
1057424,5,5,4,4,4,4,4,5,4,5,5,5,5,5
1057444,3,2,2,3,4,2,2,2,5,4,4,3,3,3
1057549,3,2,2,4,2,2,3,3,4,2,3,4,2,3
1066613,5,3,3,2,2,3,4,2,3,2,3,4,3,4
1073660,2,3,3,2,2,2,3,2,3,2,2,5,3,4
1073688,4,2,4,3,2,3,3,4,4,4,3,4,3,3
1073725,3,3,2,2,2,2,2,3,4,2,3,3,4,3
1006727,4,4,4,4,4,4,4,4,4,3,4,4,4,4
1018975,1,2,4,2,3,3,4,4,3,3,4,3,4,4
1018980,4,4,2,4,2,4,4,3,5,3,5,5,5,5
1019003,4,4,1,4,1,3,4,3,4,4,4,5,4,4
1019062,4,4,4,4,3,3,3,3,4,3,4,3,3,3
1019064,4,3,3,3,2,3,3,3,3,2,3,3,2,3
1019079,3,3,3,2,4,4,5,4,3,3,5,4,4,5
1019108,4,3,3,4,4,4,3,3,4,4,4,5,3,4
1019170,2,2,1,3,1,1,2,1,4,1,4,2,2,2
1019205,3,2,4,2,2,4,4,3,4,4,4,4,3,4
1019209,4,2,2,3,2,1,2,1,4,1,3,3,2,2
1051265,3,3,2,5,1,3,2,2,5,3,2,5,1,2
1051270,1,1,3,1,3,3,4,4,3,3,5,5,4,4
1051281,2,3,3,2,2,2,2,2,3,3,3,2,2,3
1051301,3,4,2,4,2,3,3,3,4,3,5,4,2,3
1059131,3,3,2,4,1,4,3,2,4,3,2,5,3,3
1059136,3,3,4,1,3,4,4,2,5,2,3,4,4,5
1059143,2,4,3,3,2,4,3,3,4,3,2,5,2,3
1059146,4,4,3,3,2,3,3,4,4,4,3,5,4,4
1059162,4,3,3,2,2,4,4,2,2,3,4,3,4,3
1059188,4,3,3,2,3,3,4,2,4,2,5,5,4,3
1072681,5,3,4,2,5,5,5,5,5,3,5,5,2,5
1077827,5,5,4,4,3,4,4,3,4,3,4,4,4,4
1077835,2,1,1,1,1,1,1,1,2,1,2,1,2,2
1077898,2,2,2,3,3,2,2,1,3,2,5,3,2,2
1031173,3,1,3,2,2,3,3,3,1,3,4,3,2,3
1056455,4,4,3,4,4,3,3,3,4,3,4,5,4,4
1056580,3,3,2,3,2,3,4,2,5,2,2,5,3,2
1056614,3,3,4,4,4,4,4,3,4,3,5,5,5,3
1056634,4,3,3,4,5,3,4,4,4,5,3,5,5,4
1066464,4,3,2,5,4,2,4,3,3,4,3,3,5,3
1066477,4,4,2,3,3,2,2,2,3,4,4,2,5,4
1066515,3,3,2,4,2,3,3,3,3,2,5,3,3,3
1066558,3,2,2,3,2,3,4,3,2,1,3,3,1,3
1097600,2,2,1,3,3,1,1,1,3,2,2,1,1,1
1087191,3,3,2,3,1,3,3,3,4,3,4,4,3,4
1087377,4,4,4,4,4,2,3,4,4,4,4,5,4,4
1087380,4,3,3,3,2,4,4,4,3,4,4,4,3,4
1087480,2,3,3,5,4,4,4,2,5,2,4,5,5,4
1087503,2,3,4,2,5,3,3,2,4,4,5,3,2,4
1097198,5,5,2,4,3,4,4,1,2,2,4,3,4,3
1097204,3,3,2,2,2,1,2,2,1,2,3,3,3,2
1093929,2,1,1,3,3,3,2,1,1,1,4,2,2,2
1093930,3,3,2,3,2,4,4,3,4,3,4,4,2,4
1093981,3,3,3,4,4,3,3,3,4,4,4,4,4,4
1094039,3,2,2,3,3,4,3,3,4,3,4,3,3,3
1094084,3,3,3,4,3,4,4,4,4,3,4,4,3,4
1094110,3,3,3,4,4,4,4,4,4,4,4,4,4,4
1094156,4,3,3,3,3,3,4,4,4,3,3,5,4,4
1094973,5,5,5,2,5,4,5,5,5,5,5,5,5,5
1097468,3,2,3,4,3,2,2,1,1,1,3,2,4,2
1097501,5,3,3,1,1,3,3,4,4,3,5,4,2,3
1106637,3,4,4,4,3,4,5,4,4,4,4,5,4,5
1074758,4,4,4,3,3,4,4,4,3,2,5,4,3,5
1074777,4,3,2,3,2,3,3,3,4,3,4,5,2,3
1074852,2,3,3,1,2,5,4,4,3,3,4,4,3,4
1074867,2,3,2,3,3,3,2,3,3,3,3,4,2,4
1074887,4,3,4,3,4,5,4,4,3,4,4,3,3,4
1074907,3,4,3,3,3,3,4,5,5,4,5,5,5,5
1074912,2,2,3,4,2,3,2,2,2,2,3,2,2,2
1074954,3,3,4,3,2,3,4,3,4,3,4,4,2,3
1084268,3,3,4,4,4,4,4,4,3,2,5,4,5,3
1084269,3,2,4,4,2,4,4,2,1,3,4,3,2,3
1084326,4,3,3,3,4,3,3,2,2,2,3,1,4,3
1100626,1,3,2,3,4,4,4,3,4,2,4,3,2,4
1100637,1,1,3,3,3,1,1,3,4,5,5,4,4,2
1102245,3,3,3,4,4,4,3,4,3,3,4,3,3,4
1104153,3,3,2,3,2,3,3,2,4,3,3,4,2,3
1104315,2,3,3,2,3,4,4,2,3,2,4,3,3,3
1111238,4,4,4,3,4,4,5,4,5,3,5,5,4,4
1111266,4,3,4,3,1,4,4,5,3,5,4,5,3,5
1111549,1,1,2,4,1,3,2,1,3,2,1,2,1,1
1111580,3,3,4,4,3,3,4,2,4,3,3,4,4,4
1111588,3,2,4,2,2,4,3,4,3,3,4,5,3,4
1111611,4,5,2,1,1,5,5,5,2,5,5,5,5,5
1111622,2,1,4,1,3,4,4,4,4,2,4,4,2,5
1098925,4,4,4,4,5,4,4,5,3,5,4,4,4,5
1105680,3,3,2,4,2,3,4,2,5,4,2,4,4,5
1105993,3,3,3,2,3,4,3,3,4,3,3,4,3,4
1106591,3,2,2,3,3,2,2,1,3,2,3,2,2,3
1075811,2,2,3,4,1,1,2,1,3,1,3,4,2,2
1075922,3,4,4,4,3,4,4,3,4,4,5,5,4,4
1075970,3,3,4,4,4,3,5,5,5,5,5,5,4,4
1075978,3,2,3,3,2,3,3,2,2,2,3,2,3,2
1076050,3,4,5,3,2,4,4,3,4,4,5,4,3,4
1076099,3,3,3,3,2,3,3,3,4,3,5,4,3,4
1076112,2,3,3,5,4,4,3,3,4,2,5,3,2,4
1108742,3,1,1,3,1,3,1,1,1,1,1,1,3,1
1080907,4,3,3,3,4,4,3,4,3,3,4,5,4,4
1080950,4,4,3,3,4,5,4,3,4,5,3,3,4,4
1080976,4,3,3,5,3,3,3,2,4,2,4,3,4,3
1081032,3,3,2,4,4,3,3,2,4,3,4,3,2,3
1081034,3,3,2,4,3,4,4,4,5,4,3,5,3,5
1081064,4,3,3,2,3,4,4,3,3,2,3,3,3,3
1081139,3,4,3,4,3,1,3,2,3,3,3,4,4,3
1081166,3,3,4,4,5,4,4,4,5,4,4,5,5,4
1089223,1,2,2,4,3,2,3,1,2,5,3,2,3,1
1090240,5,2,2,1,2,3,4,3,2,2,3,2,3,3
1090333,3,3,2,2,3,3,2,4,3,3,3,5,2,3
1090348,4,3,2,4,2,3,3,3,4,3,3,4,2,3
1097614,5,4,3,4,4,4,5,3,5,4,4,5,4,5
1116322,3,3,4,4,3,3,4,2,2,2,3,2,4,3
1116332,4,3,3,2,3,3,3,3,3,2,3,3,3,4
1118276,3,3,3,3,3,4,4,4,5,5,4,5,4,4
1118298,4,3,1,4,1,1,1,1,5,1,5,1,5,1
1118333,2,3,3,2,4,3,3,3,5,3,3,4,3,4
1118402,2,2,2,3,1,3,2,3,4,3,3,5,4,3
1118424,3,2,2,2,2,4,3,2,4,3,3,3,3,3
1118431,3,3,4,4,3,4,4,3,3,3,4,3,3,2
1118497,2,3,3,4,2,2,2,3,3,2,3,3,2,3
1118542,2,3,3,3,2,4,3,3,3,3,4,3,2,3
1118550,1,1,1,1,2,1,4,1,4,1,1,5,4,3
1119443,4,3,3,4,4,4,3,4,4,3,3,5,3,4
1120015,4,4,3,4,3,4,5,3,1,3,5,5,1,4
1096082,3,3,3,3,3,2,2,3,2,2,2,3,2,2
1096128,2,2,3,4,2,3,4,2,4,2,3,4,4,3
1096153,3,2,3,5,1,2,3,2,4,3,4,3,2,4
1096238,3,3,3,3,2,4,4,4,3,4,3,2,3,3
1096249,1,2,2,3,2,2,2,1,3,1,3,2,2,3
1096253,1,2,2,1,1,3,4,3,3,1,5,5,2,2
1096303,2,3,4,4,2,3,3,2,3,1,4,4,3,1
1096307,3,3,3,4,4,3,4,3,3,3,3,3,3,3
1096371,2,2,3,3,2,4,3,3,4,2,5,3,3,2
1102003,2,3,2,3,3,4,3,3,4,3,3,4,4,2
1106432,3,3,3,4,2,3,3,2,3,3,4,3,3,3
1114725,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1114840,4,3,4,4,4,4,3,4,4,4,4,3,3,4
1114869,4,4,4,4,3,4,4,3,5,4,3,5,3,4
1114924,3,4,3,2,2,4,5,5,5,5,5,4,5,5
1114937,4,3,3,4,3,4,4,3,4,4,4,5,4,3
1114940,4,2,3,5,3,4,5,4,5,4,4,5,3,4
1115042,3,2,2,3,2,2,2,2,3,3,4,3,2,2
1114139,5,5,3,3,4,4,4,3,3,3,4,3,4,3
1114249,5,4,4,4,3,5,3,3,4,3,3,4,3,4
1114329,5,2,3,5,3,3,4,2,4,2,5,2,3,4
1114451,2,1,5,3,1,3,3,3,3,1,3,3,1,2
1114477,2,3,1,3,2,5,2,2,3,3,5,3,3,4
1114562,3,4,3,4,2,4,4,4,5,3,2,5,3,4
1114592,3,3,4,4,3,4,4,4,3,4,4,4,4,4
1115128,2,2,2,5,1,3,4,1,2,1,1,3,4,4
1116371,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1116392,2,2,2,2,3,3,2,2,3,2,4,3,2,3
1116504,5,3,2,3,2,2,3,2,3,2,3,5,3,3
1116624,2,2,2,3,4,4,4,1,2,1,2,2,3,4
1118171,5,3,3,5,3,3,4,3,4,4,3,5,4,5
1118221,4,3,2,2,2,3,3,3,4,3,4,5,3,3
1119520,4,4,3,1,4,4,4,4,4,4,4,5,4,4
1113374,3,3,2,1,1,3,2,2,2,2,3,1,1,3
1113453,3,3,2,4,2,1,3,2,5,3,3,4,3,4
1113545,4,4,4,3,3,3,4,3,4,3,4,4,4,4
1113578,3,3,4,4,3,3,4,3,4,4,4,4,4,4
1113632,3,3,3,3,2,4,4,3,2,3,3,4,3,2
1116060,5,4,4,4,4,4,5,5,5,4,5,5,5,5
1117781,3,4,4,4,4,4,4,4,3,4,4,4,4,4
1118079,4,3,3,3,4,3,5,3,5,3,3,3,5,3
1119244,3,4,3,2,3,4,3,3,4,4,4,4,3,3
1096738,3,3,4,4,3,4,4,4,5,4,4,4,3,4
1096779,3,2,2,4,2,1,2,1,2,2,3,3,4,3
1096808,3,4,3,3,2,2,2,3,4,2,3,3,4,3
1096846,1,2,3,3,3,2,3,3,3,2,3,3,3,2
1096890,4,5,3,4,3,2,3,4,4,2,1,4,5,4
1096919,3,4,3,4,3,4,4,4,5,4,5,4,5,5
1096944,5,5,3,5,3,4,4,5,5,5,5,5,5,5
1096973,4,3,2,4,2,4,4,3,5,3,4,5,3,3
1096978,5,4,4,5,4,5,4,4,4,5,5,5,4,5
1097011,3,3,3,3,3,4,4,3,5,4,5,4,3,3
1097116,4,3,2,3,2,4,3,2,3,3,4,3,2,3
1100714,3,4,2,1,4,3,2,2,2,2,5,4,2,3
1108066,4,3,4,3,3,4,3,3,4,3,3,4,3,3
1108078,1,3,3,3,4,2,4,4,5,4,3,4,3,3
1102319,2,1,3,4,1,1,1,1,2,2,2,4,2,2
1102337,2,2,2,3,2,3,3,2,4,4,3,4,1,3
1102372,2,3,3,2,2,3,3,3,4,3,3,3,4,3
1102390,4,2,3,3,2,2,2,2,3,2,3,3,3,3
1102526,4,3,2,4,3,2,2,3,4,4,5,5,5,3
1102534,2,2,4,4,2,3,2,4,3,3,4,4,2,4
1102579,4,4,3,4,3,4,4,4,4,3,4,4,4,4
1108670,5,3,2,4,5,3,2,3,4,2,3,3,3,2
1108685,5,1,5,1,3,1,4,3,1,3,5,5,3,5
1108338,4,3,5,3,3,5,4,3,4,5,5,3,4,4
1108514,3,2,2,3,1,3,2,2,2,1,3,4,4,3
1110907,3,4,4,3,4,4,4,3,3,3,4,4,3,3
1110924,4,3,3,2,4,3,3,3,4,3,3,5,4,3
1110936,5,5,5,4,3,4,4,4,4,5,5,5,5,5
1110991,2,2,2,3,3,4,4,3,2,2,3,3,3,3
1093366,3,4,4,3,4,4,4,2,5,5,4,4,3,5
1093416,3,3,3,4,3,2,3,2,3,2,4,5,4,3
1093450,5,3,3,3,3,4,4,4,4,3,3,5,4,4
1093491,3,3,2,4,1,2,2,2,3,2,3,4,3,2
1093549,5,3,2,3,2,4,4,3,5,3,4,5,2,3
1093561,2,2,2,3,3,2,4,1,4,3,3,3,2,3
1093650,4,3,2,4,2,3,3,2,3,2,4,3,4,3
1093736,4,4,4,3,3,4,4,4,4,4,4,4,4,3
1097514,3,5,3,4,3,3,4,4,4,4,5,5,3,4
1097554,4,4,4,4,3,4,4,4,4,4,5,5,4,4
1097557,4,2,3,3,4,5,3,3,3,3,4,5,3,4
1101223,4,3,3,3,2,4,4,3,4,2,4,4,4,3
1101228,4,3,4,3,5,3,4,4,5,5,4,4,3,4
1101332,3,2,3,2,4,3,3,2,3,2,4,2,3,3
1101368,4,2,2,3,1,1,1,1,2,1,3,1,3,2
1101416,3,3,3,2,2,3,3,3,4,3,4,4,4,3
1101435,3,3,3,3,3,4,4,2,3,2,4,4,3,3
1108178,5,5,4,4,3,3,5,5,4,3,3,3,4,3
1110219,3,3,4,3,3,3,4,4,3,2,4,4,4,4
1110229,4,3,3,3,3,4,4,5,5,4,4,5,4,5
1112972,2,3,1,4,1,5,2,1,2,3,3,1,2,2
1113755,3,2,3,3,2,3,3,3,3,2,5,3,4,4
1105097,2,4,3,3,3,2,3,3,3,3,4,5,3,3
1105142,4,3,4,3,4,4,3,3,4,3,4,5,4,3
1105149,2,3,4,4,2,4,4,3,4,3,4,4,3,4
1105201,4,2,3,4,4,4,4,4,4,4,3,4,4,4
1105212,4,3,3,2,2,2,3,4,3,3,4,3,2,4
1105267,4,3,4,4,3,2,5,3,4,2,5,4,5,3
1105297,5,4,3,5,5,5,5,5,5,4,5,2,5,5
1105316,2,3,3,1,4,3,5,4,3,3,4,2,2,2
1092445,3,3,3,4,4,4,4,4,4,4,3,5,4,3
1092464,1,2,2,2,1,3,2,2,3,1,2,3,1,1
1092613,4,3,3,4,2,4,4,3,4,2,5,5,4,4
1092630,3,3,4,3,4,3,3,4,4,4,5,4,5,3
1092633,5,3,2,4,3,3,3,3,4,3,5,4,3,3
1092641,3,2,3,2,4,2,3,3,4,3,3,2,2,4
1092681,4,4,4,3,4,5,5,5,5,4,5,5,4,4
1092726,2,4,3,3,4,2,3,3,4,4,4,2,3,4
1100647,1,2,3,1,1,4,4,3,2,5,5,1,3,3
1089829,4,3,5,2,4,5,3,4,5,5,4,5,3,5
1089888,2,1,4,5,2,3,2,2,4,3,2,2,3,2
1089914,3,4,3,2,3,5,4,3,4,4,4,4,3,3
1089916,3,3,2,3,4,4,4,2,4,2,4,4,5,4
1089937,3,3,1,4,2,4,4,4,4,4,5,5,3,3
1090078,3,2,2,2,4,3,2,4,3,3,2,4,3,3
1093761,3,3,4,4,4,4,4,3,3,3,3,4,4,4
1093838,3,3,2,2,3,4,4,3,4,3,3,4,2,4
1107729,3,2,3,4,3,3,3,3,4,3,3,4,4,3
1107744,3,2,2,2,2,2,2,2,2,1,2,1,1,2
1107752,4,3,2,3,3,3,4,4,2,3,4,3,4,3
1107758,3,3,4,4,2,3,3,1,5,2,3,4,4,2
1107841,2,2,1,4,3,2,2,2,4,3,4,5,3,2
1107853,4,3,2,4,1,4,2,2,3,4,5,5,5,4
1107860,4,3,3,3,5,3,3,3,4,3,3,3,4,3
1107899,3,3,4,3,4,2,4,4,3,3,4,4,4,3
1108000,3,3,4,3,4,4,3,3,4,3,5,5,5,4
1109450,3,3,3,3,2,3,3,2,2,2,4,2,1,3
1109502,3,3,4,2,2,3,3,2,3,2,4,3,2,3
1109511,5,2,1,3,1,4,5,2,1,3,5,3,4,2
1113192,4,2,3,4,3,3,2,2,2,2,4,2,3,3
1100793,3,3,2,4,2,2,2,3,4,2,2,4,4,4
1100820,3,4,3,3,2,4,4,4,4,2,3,4,3,3
1100868,3,4,4,4,2,4,3,4,4,3,4,4,4,3
1100945,3,3,2,2,2,3,3,3,3,3,3,4,3,3
1100946,3,3,4,2,1,3,3,1,4,1,3,1,2,1
1100961,1,1,1,3,2,1,3,1,3,1,3,3,2,1
1101009,3,2,2,2,4,4,3,2,2,2,3,2,3,3
1102241,3,4,3,4,4,4,5,4,3,3,4,5,5,4
1106422,4,4,3,4,4,4,3,3,4,2,4,4,4,4
1107258,4,2,3,4,3,3,3,1,3,2,2,1,3,4
1111716,4,3,2,4,3,3,3,3,3,3,3,3,3,3
1111787,4,2,2,3,3,3,3,2,3,3,4,3,2,3
1111859,3,3,3,3,3,3,4,3,3,3,4,3,3,3
1111866,5,4,1,2,3,2,4,3,3,4,5,3,2,4
1111893,3,3,4,3,3,4,5,5,3,4,5,5,4,5
1111951,3,4,4,3,3,4,5,3,4,4,5,5,4,5
1111984,3,4,2,5,2,3,3,2,4,4,2,4,4,3
1112011,4,4,3,4,3,3,3,4,4,4,4,5,4,5
1112065,4,3,3,4,5,5,4,4,5,4,4,5,3,4
1116797,5,3,2,1,2,4,4,2,3,2,2,2,4,3
1083663,5,3,3,4,4,4,4,3,3,3,3,3,4,4
1083679,2,2,1,1,1,2,1,1,2,2,2,4,2,2
1084459,2,2,3,3,3,3,3,3,3,2,3,5,4,4
1084494,5,4,2,3,2,3,3,2,3,2,3,4,4,4
1084507,4,4,3,4,4,2,3,3,4,4,5,3,2,4
1084514,4,3,3,4,2,4,4,3,4,4,4,4,4,4
1084577,3,3,3,4,3,3,3,3,4,3,4,3,2,3
1084589,4,4,4,4,3,5,4,4,4,4,4,4,4,4
1084621,2,3,3,2,2,4,3,1,4,2,3,3,3,3
1084715,3,3,2,2,2,4,3,2,3,2,3,3,4,3
1084765,1,1,2,2,1,3,3,2,1,2,2,2,2,2
1095295,5,4,4,3,4,1,5,5,5,5,5,5,5,5
1096015,3,3,2,3,3,3,3,2,3,3,3,3,3,3
1096019,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1099698,1,1,2,4,2,1,2,1,2,1,4,3,2,1
1099710,5,3,3,4,4,4,4,4,4,4,4,4,4,4
1099718,2,1,1,3,2,1,1,1,2,1,2,2,1,1
1099825,4,3,4,3,4,3,3,3,4,3,5,5,5,4
1099831,3,4,4,4,2,3,3,3,4,4,3,5,4,4
1099843,4,2,2,3,3,4,2,2,4,2,3,4,3,4
1099847,5,4,3,3,3,4,3,5,5,4,4,5,5,5
1099919,3,3,3,4,3,3,3,2,4,4,4,4,4,3
1099921,2,2,3,3,3,2,2,1,4,1,3,5,5,2
1099922,2,3,2,3,2,4,5,5,4,4,5,5,2,5
1099937,3,2,3,4,4,3,3,2,4,2,3,2,3,3
1099977,5,5,4,5,4,5,5,4,5,4,5,5,5,5
1100048,3,3,3,2,3,3,4,2,3,1,4,3,4,3
1100062,2,3,2,4,2,2,3,2,3,2,3,5,4,3
1091306,3,3,3,3,1,4,4,4,4,3,4,4,4,4
1091312,4,2,1,2,1,2,2,2,3,3,3,5,3,2
1091440,3,3,1,2,2,4,2,1,2,1,2,2,3,1
1091466,1,2,2,2,1,3,3,2,3,1,3,2,2,2
1091468,2,3,3,2,3,3,4,2,4,2,2,4,3,3
1091480,3,2,2,3,2,2,2,1,2,1,2,2,1,2
1091486,3,2,2,2,4,3,3,2,3,2,2,3,2,3
1091495,3,3,4,4,4,4,3,3,3,3,3,4,3,3
1091522,2,4,2,3,4,2,3,3,4,3,4,4,3,3
1091559,3,3,1,3,1,1,3,3,2,2,2,3,4,2
1091581,3,3,3,2,4,3,2,3,3,2,2,3,2,3
1091635,3,3,4,3,3,2,4,2,3,2,5,3,4,4
1091656,2,4,5,5,5,4,3,5,5,5,5,5,3,5
1091660,4,3,3,3,2,4,3,3,5,4,4,4,4,4
1091687,4,4,3,3,3,2,3,3,4,4,5,5,3,4
1091726,3,4,1,2,2,4,3,3,2,3,5,4,3,3
1098900,3,2,2,4,2,3,2,2,4,1,4,3,3,2
1091834,3,4,2,1,2,3,5,3,3,2,3,3,2,3
1091844,4,4,4,2,3,3,4,3,4,3,4,4,2,3
1091854,2,3,2,3,4,2,3,2,2,2,2,4,2,3
1091873,2,3,4,2,3,3,5,4,3,4,5,3,4,5
1094352,3,2,4,5,3,3,4,2,5,3,4,2,4,3
1059471,4,3,4,4,2,3,3,1,3,2,5,4,5,4
1059496,4,3,2,2,4,3,4,2,3,1,4,3,5,3
1059523,2,1,1,1,3,1,1,1,1,1,3,1,1,1
1059527,4,3,1,4,2,2,2,1,3,1,4,4,5,3
1059573,4,3,4,3,2,4,4,3,3,4,4,3,2,4
1059614,4,3,3,3,3,4,4,4,4,4,5,4,4,5
1059625,2,2,2,2,2,2,3,2,2,2,2,3,2,3
1059751,1,2,2,3,1,2,2,2,3,2,2,3,3,2
1059796,4,3,2,4,3,4,4,3,4,2,5,3,3,3
1079481,3,3,2,3,2,2,3,2,3,3,4,3,2,3
1079537,5,4,3,3,2,2,3,3,4,3,4,3,4,3
1079538,3,2,3,3,2,4,3,3,5,3,4,2,3,3
1006063,2,3,4,3,5,2,3,4,5,4,3,5,1,5
1006101,3,3,4,4,3,4,3,2,3,2,3,5,2,3
1006168,3,3,3,4,2,2,1,2,2,2,4,3,4,2
1006271,3,3,3,2,3,3,3,3,3,3,3,5,3,3
1016167,5,4,5,5,3,5,5,5,5,5,5,5,5,5
1020246,4,3,2,3,2,3,2,2,3,1,4,3,3,3
1020301,3,2,2,3,4,3,1,2,3,1,3,2,2,3
1020316,2,3,2,4,2,3,3,3,3,2,3,4,4,3
1020323,2,3,2,3,3,2,3,2,3,2,3,3,3,3
1020399,3,3,3,3,3,3,3,3,3,3,4,3,3,3
1020446,4,3,3,4,3,3,4,3,4,4,4,5,4,4
1020455,4,4,4,4,2,4,4,4,4,3,5,5,4,5
1043617,4,3,3,5,2,4,4,3,4,3,4,5,4,4
1050642,3,2,2,4,2,3,2,1,3,1,3,2,3,2
1068967,3,4,3,3,4,5,5,5,4,4,5,5,4,5
1073001,2,2,2,2,2,2,2,2,3,2,1,1,1,2
1052981,2,4,3,4,5,5,5,5,5,5,5,5,4,4
