Serial,male,minority,deprived
1067709,0,1,1
1067735,0,0,1
1067739,0,0,1
1067752,0,0,1
1067754,0,0,1
1067765,0,0,1
1070984,0,1,0
1071327,0,0,0
1071328,0,0,0
1071332,0,0,0
1071337,0,1,0
1085111,0,0,1
1085116,0,0,1
1032503,0,0,0
1032516,0,0,0
1032517,0,1,0
1032528,0,0,0
1032556,0,0,0
1032561,0,0,0
1032562,0,0,0
1032569,0,0,0
1032578,0,0,0
1032586,0,0,0
1032592,0,0,0
1032593,0,0,0
1032605,0,0,0
1032617,0,0,0
1032627,0,0,0
1032633,0,0,0
1032642,0,0,0
1032646,0,0,0
1032647,0,0,0
1032660,0,0,0
1032675,0,0,0
1032686,0,0,0
1032695,0,0,0
1032697,0,0,0
1032708,0,0,0
1032717,0,0,0
1032718,0,0,0
1032719,0,0,0
1050840,0,0,1
1050842,0,0,1
1050843,0,0,1
1050856,0,0,1
1050879,0,0,1
1050880,0,0,1
1050893,0,0,1
1050937,0,0,1
1050945,0,1,1
1050950,0,0,1
1050953,0,0,1
1050962,0,0,1
1050969,0,0,1
1050979,0,0,1
1051501,0,1,0
1056789,0,1,0
1056793,0,1,0
1056794,0,1,0
1056803,0,1,0
1056805,0,1,0
1056807,0,1,0
1060462,0,0,0
1060477,0,0,0
1060478,0,0,0
1071646,0,1,1
1071655,0,1,1
1071656,0,1,1
1071665,0,1,1
1071670,0,1,1
1073340,0,0,1
1073344,0,0,1
1073347,0,0,1
1073361,0,0,1
1036222,0,0,0
1036225,0,0,0
1036230,0,0,0
1036241,0,0,0
1036262,0,0,0
1036265,0,0,0
1036270,0,0,0
1036273,0,0,0
1036275,0,1,0
1036276,0,0,0
1036280,0,0,0
1036287,0,0,0
1036296,0,0,0
1036301,0,0,0
1036303,0,0,0
1036304,0,0,0
1036314,0,0,0
1036333,0,0,0
1036334,0,0,0
1036345,0,0,0
1036348,0,0,0
1036349,0,0,0
1036361,0,0,0
1036365,0,0,0
1036376,0,0,0
1036378,0,0,0
1036381,0,0,0
1036395,0,0,0
1036396,0,0,0
1036398,0,0,0
1036399,0,0,0
1036434,0,0,0
1036437,0,1,0
1036439,0,0,0
1036440,0,0,0
1036452,0,0,0
1048154,0,0,1
1048162,0,0,1
1048164,0,0,1
1048165,0,0,1
1048179,0,0,1
1048181,0,0,1
1048191,0,0,1
1048193,0,0,1
1048196,0,0,1
1051195,0,0,0
1051322,0,1,0
1051330,0,1,0
1051332,0,1,0
1051333,0,1,0
1051336,0,1,0
1051341,0,1,0
1051344,0,1,0
1051351,0,1,0
1051357,0,0,0
1051364,0,1,0
1051367,0,1,0
1051373,0,1,0
1051384,0,1,0
1051388,0,1,0
1065315,0,1,1
1065317,0,1,1
1065319,0,1,1
1065327,0,1,1
1069381,0,0,0
1069387,0,0,0
1069389,0,0,0
1077136,0,0,1
1077137,0,0,1
1077143,0,0,1
1078601,0,1,0
1083945,0,1,1
1083947,0,1,1
1083948,0,1,1
1013697,0,1,0
1013704,0,1,0
1013712,0,0,0
1013713,0,1,0
1015399,0,0,0
1015400,0,0,0
1015404,0,0,0
1015405,0,0,0
1015428,0,0,0
1015432,0,0,0
1015436,0,0,0
1015442,0,0,0
1015443,0,0,0
1015444,0,0,0
1015459,0,0,0
1015466,0,0,0
1015484,0,0,0
1015510,0,0,0
1015517,0,0,0
1015523,0,0,0
1015529,0,0,0
1020635,0,0,0
1023892,0,1,1
1023894,0,1,1
1023895,0,1,1
1023898,0,1,1
1023900,0,1,1
1023901,0,1,1
1023905,0,1,1
1023909,0,1,1
1023916,0,1,1
1023919,0,1,1
1027578,0,0,1
1027606,0,0,1
1027616,0,0,1
1027630,0,0,1
1027631,0,0,1
1027636,0,0,1
1027640,0,0,1
1027665,0,0,1
1027666,0,0,1
1027671,0,0,1
1027672,0,0,1
1027673,0,0,1
1027675,0,1,1
1027677,0,0,1
1060483,0,1,0
1064306,0,0,0
1073648,0,0,1
1076672,0,0,1
1076675,0,0,1
1076687,0,0,1
1052220,0,1,0
1052222,0,1,0
1052855,0,0,0
1052857,0,0,0
1052859,0,0,0
1052882,0,0,0
1052890,0,0,0
1052891,0,0,0
1052892,0,0,0
1052896,0,0,0
1052899,0,0,0
1057207,0,1,1
1057215,0,1,1
1057220,0,1,1
1057228,0,1,1
1057229,0,1,1
1057235,0,1,1
1057243,0,1,1
1057245,0,1,1
1057260,0,1,1
1057266,0,1,1
1057272,0,1,1
1057283,0,1,1
1057285,0,1,1
1057286,0,1,1
1057287,0,1,1
1057294,0,1,1
1057297,0,1,1
1057306,0,1,1
1057311,0,1,1
1057322,0,1,1
1057324,0,1,1
1057325,0,1,1
1058125,0,0,1
1058137,0,0,1
1058140,0,0,1
1058146,0,0,1
1058158,0,0,1
1058161,0,0,1
1058163,0,0,1
1058190,0,0,1
1058193,0,1,1
1058211,0,0,1
1058212,0,0,1
1058213,0,0,1
1058228,0,1,1
1058238,0,0,1
1058242,0,0,1
1058262,0,0,1
1058270,0,0,1
1058271,0,0,1
1058281,0,0,1
1080343,0,1,0
1081662,0,1,1
1081664,0,1,1
1081665,0,1,1
1081672,0,1,1
1081688,0,1,1
1081692,0,1,1
1082273,0,0,1
1082278,0,0,1
1082282,0,0,1
1082283,0,0,1
1082309,0,0,1
1012169,0,0,0
1012170,0,0,0
1012179,0,0,0
1012186,0,0,0
1012188,0,0,0
1012194,0,0,0
1012200,0,0,0
1012208,0,0,0
1012209,0,0,0
1012211,0,0,0
1012223,0,0,0
1012228,0,0,0
1012234,0,0,0
1012237,0,0,0
1012240,0,0,0
1012247,0,0,0
1012250,0,0,0
1012251,0,0,0
1012256,0,0,0
1012263,0,0,0
1012280,0,0,0
1012281,0,0,0
1012284,0,0,0
1012288,0,0,0
1012292,0,0,0
1012299,0,0,0
1012303,0,0,0
1012307,0,1,0
1012321,0,0,0
1020553,0,1,0
1020554,0,1,0
1020556,0,1,0
1020562,0,1,0
1020569,0,1,0
1031932,0,0,1
1031947,0,0,1
1031953,0,0,1
1031955,0,1,1
1031961,0,0,1
1031968,0,0,1
1031975,0,0,1
1031981,0,0,1
1032001,0,0,1
1032005,0,0,1
1070503,0,0,1
1070511,0,0,1
1079001,0,1,1
1015805,0,0,0
1015807,0,0,0
1015819,0,0,0
1015820,0,0,0
1015822,0,0,0
1015823,0,0,0
1015825,0,0,0
1015838,0,0,0
1015848,0,0,0
1015853,0,0,0
1015856,0,0,0
1015867,0,0,0
1015886,0,1,0
1015887,0,0,0
1015893,0,0,0
1015897,0,0,0
1015899,0,0,0
1015901,0,0,0
1015905,0,0,0
1015918,0,0,0
1015919,0,0,0
1015922,0,0,0
1015924,0,0,0
1015935,0,0,0
1015944,0,0,0
1015945,0,0,0
1015960,0,0,0
1015964,0,0,0
1015965,0,0,0
1015972,0,0,0
1015975,0,0,0
1015977,0,0,0
1015980,0,0,0
1015981,0,0,0
1015991,0,0,0
1015998,0,0,0
1016002,0,0,0
1016003,0,0,0
1016004,0,0,0
1016007,0,0,0
1020736,0,0,0
1026311,0,1,0
1026323,0,1,0
1026326,0,1,0
1026328,0,1,0
1026330,0,1,0
1026341,0,1,0
1026343,0,1,0
1026344,0,1,0
1026352,0,1,0
1026355,0,1,0
1026359,0,1,0
1033396,0,1,0
1035047,0,0,1
1035050,0,0,1
1035055,0,0,1
1035066,0,0,1
1035076,0,0,1
1044217,0,1,1
1050652,0,1,1
1050653,0,1,1
1050658,0,1,1
1061125,0,1,1
1061127,0,1,1
1025751,0,0,0
1025762,0,0,0
1025771,0,0,0
1025772,0,0,0
1025773,0,0,0
1025777,0,0,0
1025778,0,0,0
1025779,0,0,0
1025780,0,0,0
1025783,0,0,0
1025787,0,0,0
1025793,0,0,0
1025796,0,0,0
1025801,0,0,0
1025807,0,0,0
1025808,0,0,0
1025819,0,0,0
1025832,0,0,0
1025841,0,0,0
1025849,0,0,0
1025850,0,0,0
1025854,0,0,0
1025856,0,0,0
1025858,0,0,0
1025865,0,0,0
1025866,0,0,0
1025867,0,0,0
1025879,0,0,0
1025886,0,0,0
1025891,0,0,0
1025899,0,0,0
1025902,0,0,0
1025906,0,0,0
1025913,0,0,0
1025917,0,0,0
1025931,0,0,0
1025938,0,0,0
1025944,0,0,0
1025950,0,0,0
1025955,0,0,0
1025966,0,0,0
1025970,0,0,0
1025976,0,0,0
1025978,0,0,0
1025980,0,0,0
1025982,0,0,0
1026006,0,0,0
1026007,0,0,0
1026009,0,0,0
1026013,0,0,0
1026019,0,0,0
1026020,0,0,0
1026022,0,0,0
1032455,0,0,1
1032460,0,0,1
1032462,0,0,1
1032472,0,0,1
1032482,0,0,1
1032492,0,0,1
1044233,0,1,0
1044249,0,1,0
1044255,0,1,0
1052682,0,1,1
1052685,0,1,1
1052689,0,1,1
1068924,0,1,0
1068928,0,0,0
1079847,0,0,0
1015750,0,1,1
1015759,0,1,1
1015767,0,1,1
1015770,0,1,1
1015771,0,1,1
1015773,0,1,1
1015774,0,1,1
1015783,0,1,1
1019235,0,1,0
1019244,0,1,0
1019246,0,1,0
1019247,0,1,0
1019257,0,1,0
1019258,0,1,0
1019260,0,1,0
1019264,0,1,0
1029040,0,0,1
1029052,0,0,1
1029071,0,0,1
1029072,0,0,1
1029080,0,0,1
1029082,0,0,1
1029092,0,0,1
1029108,0,0,1
1029111,0,0,1
1036056,0,1,0
1036074,0,0,0
1036083,0,0,0
1036097,0,0,0
1036098,0,0,0
1036102,0,0,0
1036103,0,0,0
1036105,0,0,0
1036111,0,0,0
1036115,0,0,0
1036127,0,0,0
1036142,0,0,0
1036147,0,0,0
1036172,0,0,0
1036179,0,0,0
1036181,0,0,0
1036182,0,0,0
1036183,0,0,0
1036188,0,0,0
1036191,0,0,0
1039839,0,1,0
1054656,0,1,1
1076654,0,0,0
1014390,0,0,0
1014391,0,0,0
1014400,0,0,0
1014403,0,0,0
1014411,0,0,0
1014413,0,0,0
1014415,0,0,0
1014438,0,0,0
1014449,0,0,0
1014451,0,0,0
1014455,0,0,0
1014468,0,0,0
1014477,0,0,0
1014478,0,0,0
1014480,0,0,0
1014486,0,0,0
1014501,0,0,0
1014508,0,0,0
1014510,0,0,0
1014525,0,0,0
1014540,0,0,0
1014541,0,0,0
1014542,0,0,0
1014543,0,0,0
1014544,0,0,0
1014555,0,0,0
1014559,0,0,0
1014560,0,0,0
1014564,0,0,0
1014569,0,0,0
1014572,0,0,0
1014573,0,0,0
1014579,0,0,0
1014581,0,0,0
1014582,0,0,0
1014591,0,0,0
1014595,0,0,0
1014606,0,0,0
1014611,0,0,0
1014630,0,0,0
1014632,0,0,0
1014639,0,0,0
1014640,0,0,0
1014644,0,0,0
1014647,0,0,0
1014648,0,0,0
1021999,0,0,0
1043822,0,0,1
1043848,0,0,1
1043850,0,0,1
1043860,0,0,1
1043869,0,0,1
1043879,0,0,1
1043884,0,1,0
1043885,0,1,0
1043886,0,1,0
1043887,0,1,0
1043891,0,1,0
1043895,0,1,0
1043899,0,1,0
1043902,0,1,0
1043906,0,1,0
1043909,0,1,0
1043916,0,1,0
1043917,0,1,0
1043923,0,1,0
1043925,0,1,0
1043926,0,1,0
1058055,0,0,0
1075742,0,1,1
1075746,0,1,1
1075748,0,1,1
1075749,0,1,1
1075762,0,1,1
1075763,0,1,1
1025038,0,0,0
1025048,0,0,0
1025050,0,0,0
1025059,0,0,0
1025073,0,0,0
1025074,0,0,0
1025079,0,0,0
1025100,0,0,0
1026435,0,1,0
1031585,0,1,0
1031586,0,1,0
1031607,0,1,0
1031608,0,1,0
1031609,0,1,0
1031610,0,1,0
1031614,0,1,0
1031618,0,1,0
1031624,0,1,0
1036817,0,0,1
1036834,0,0,1
1036840,0,0,1
1036845,0,0,1
1036854,0,0,1
1036868,0,1,1
1036877,0,0,1
1036878,0,0,1
1036881,0,0,1
1036882,0,0,1
1036883,0,0,1
1036885,0,0,1
1036887,0,0,1
1036889,0,0,1
1036903,0,0,1
1036908,0,0,1
1044342,0,1,1
1044345,0,1,1
1044346,0,1,1
1044347,0,1,1
1044348,0,1,1
1044354,0,1,1
1044358,0,1,1
1044361,0,1,1
1044372,0,1,1
1044374,0,1,1
1044376,0,1,1
1044390,0,1,1
1044397,0,1,1
1044402,0,1,1
1044403,0,1,1
1044411,0,1,1
1044417,0,1,1
1044421,0,1,1
1063227,0,0,1
1067231,0,0,0
1071787,0,1,0
1071788,0,1,0
1075576,0,0,1
1075579,0,0,1
1079150,0,1,1
1079152,0,1,1
1079154,0,1,1
1015375,0,1,0
1015377,0,1,0
1015379,0,1,0
1015380,0,1,0
1021368,0,0,0
1021373,0,0,0
1021374,0,0,0
1021378,0,1,0
1026050,0,1,1
1026053,0,1,1
1026056,0,1,1
1026069,0,1,1
1026072,0,1,1
1026082,0,1,1
1026084,0,1,1
1026096,0,1,1
1026097,0,1,1
1026112,0,1,1
1026159,0,1,1
1026163,0,1,1
1026168,0,1,1
1026181,0,1,1
1026186,0,1,1
1035526,0,0,1
1035527,0,0,1
1035528,0,0,1
1035536,0,0,1
1035559,0,0,1
1035573,0,0,1
1035580,0,0,1
1035614,0,0,1
1035631,0,0,1
1035653,0,1,1
1035658,0,0,1
1045448,0,1,1
1045451,0,1,1
1045460,0,1,1
1045484,0,1,1
1045486,0,0,1
1045490,0,1,1
1057370,0,0,1
1057377,0,0,1
1049429,0,0,0
1049432,0,0,0
1049435,0,0,0
1049441,0,0,0
1049460,0,0,0
1049461,0,0,0
1049463,0,0,0
1049465,0,1,0
1049466,0,0,0
1049473,0,0,0
1049476,0,0,0
1049481,0,0,0
1049500,0,0,0
1049501,0,0,0
1049505,0,0,0
1049511,0,0,0
1049519,0,0,0
1049521,0,0,0
1049522,0,0,0
1049525,0,0,0
1049529,0,0,0
1049536,0,0,0
1049538,0,1,0
1049539,0,1,0
1049550,0,0,0
1049558,0,0,0
1049561,0,0,0
1049562,0,0,0
1049565,0,0,0
1049566,0,0,0
1049569,0,0,0
1049570,0,0,0
1049574,0,0,0
1049577,0,0,0
1049578,0,1,0
1049579,0,0,0
1049581,0,0,0
1049583,0,0,0
1049587,0,0,0
1049588,0,0,0
1049589,0,0,0
1057630,0,0,0
1061449,0,0,1
1061452,0,0,1
1061472,0,0,1
1061474,0,0,1
1065406,0,1,0
1065409,0,0,0
1065414,0,1,0
1065415,0,1,0
1065416,0,1,0
1065417,0,1,0
1065424,0,1,0
1065427,0,0,0
1065428,0,0,0
1065433,0,0,0
1065436,0,1,0
1065437,0,1,0
1065452,0,1,0
1065465,0,1,0
1065467,0,1,0
1065468,0,0,0
1065470,0,1,0
1065471,0,1,0
1065475,0,1,0
1065478,0,1,0
1065482,0,1,0
1065486,0,1,0
1065490,0,1,0
1065491,0,0,0
1065493,0,1,0
1065505,0,1,0
1065514,0,1,0
1065515,0,1,0
1070547,0,1,0
1070550,0,1,0
1070551,0,1,0
1070555,0,1,0
1072180,0,1,1
1072201,0,1,1
1072206,0,1,1
1072234,0,1,1
1077037,0,1,1
1086630,0,0,1
1054685,0,0,0
1054696,0,0,0
1054702,0,0,0
1054705,0,0,0
1054707,0,0,0
1054708,0,0,0
1054718,0,0,0
1054719,0,0,0
1054727,0,0,0
1054728,0,0,0
1054738,0,0,0
1054761,0,0,0
1054763,0,0,0
1054774,0,0,0
1054781,0,0,0
1054792,0,0,0
1054796,0,0,0
1054797,0,0,0
1054799,0,0,0
1054805,0,0,0
1054806,0,0,0
1064155,0,0,1
1064169,0,0,1
1064182,0,0,1
1064190,0,0,1
1064196,0,0,1
1064203,0,1,1
1064206,0,0,1
1073843,0,1,0
1073844,0,1,0
1073856,0,1,0
1073858,0,0,0
1073865,0,1,0
1073872,0,1,0
1073873,0,1,0
1073878,0,1,0
1073879,0,1,0
1073883,0,1,0
1073885,0,1,0
1073889,0,1,0
1073900,0,1,0
1073909,0,0,0
1073913,0,1,0
1073915,0,1,0
1073918,0,1,0
1078827,0,1,1
1078830,0,0,1
1078831,0,1,1
1078848,0,1,1
1078851,0,1,1
1078853,0,1,1
1078856,0,1,1
1078857,0,1,1
1078859,0,1,1
1078877,0,1,1
1078880,0,1,1
1078889,0,1,1
1078893,0,1,1
1078905,0,1,1
1078921,0,1,1
1078925,0,1,1
1078928,0,1,1
1078939,0,1,1
1085867,0,1,0
1085869,0,0,0
1085872,0,0,0
1099625,0,1,1
1099627,0,1,1
1048733,0,0,0
1048741,0,0,0
1048742,0,0,0
1048744,0,0,0
1048745,0,0,0
1048752,0,0,0
1048757,0,0,0
1048762,0,1,0
1048763,0,0,0
1048769,0,0,0
1048770,0,0,0
1048771,0,0,0
1048779,0,0,0
1048780,0,0,0
1048784,0,0,0
1048785,0,0,0
1048786,0,0,0
1048788,0,1,0
1048790,0,0,0
1048796,0,0,0
1048798,0,0,0
1048805,0,0,0
1048814,0,0,0
1048818,0,0,0
1048821,0,0,0
1048822,0,0,0
1068628,0,1,0
1068636,0,1,0
1068639,0,1,0
1068640,0,1,0
1068644,0,1,0
1068649,0,1,0
1068651,0,1,0
1068653,0,0,0
1068666,0,1,0
1068672,0,1,0
1068896,0,1,0
1071548,0,0,0
1077204,0,0,1
1077215,0,0,1
1077231,0,0,1
1077239,0,0,1
1077242,0,0,1
1077243,0,1,1
1077245,0,0,1
1077252,0,0,1
1077257,0,0,1
1077261,0,0,1
1077268,0,1,1
1077275,0,0,1
1077283,0,1,1
1077285,0,0,1
1079583,0,1,0
1085572,0,1,1
1085583,0,1,1
1085596,0,1,1
1085605,0,1,1
1085608,0,1,1
1085617,0,1,1
1085620,0,1,1
1085625,0,1,1
1085632,0,1,1
1085644,0,1,1
1085662,0,1,1
1085687,0,0,1
1085694,0,0,1
1085695,0,0,1
1085702,0,0,1
1095675,0,1,1
1095693,0,1,1
1095696,0,1,1
1095702,0,1,1
1024692,0,0,0
1028246,0,1,0
1028252,0,1,0
1028254,0,1,0
1028255,0,1,0
1028261,0,1,0
1028267,0,1,0
1028277,0,1,0
1028278,0,1,0
1028286,0,1,0
1028295,0,1,0
1028306,0,1,0
1028309,0,1,0
1028314,0,1,0
1028320,0,1,0
1028321,0,1,0
1028326,0,1,0
1028332,0,1,0
1028338,0,1,0
1028339,0,1,0
1028340,0,1,0
1028341,0,1,0
1028344,0,1,0
1028345,0,1,0
1028352,0,1,0
1028363,0,1,0
1028364,0,1,0
1028368,0,1,0
1028370,0,1,0
1028372,0,1,0
1028383,0,0,0
1028388,0,1,0
1028389,0,1,0
1028392,0,0,0
1028393,0,1,0
1028395,0,1,0
1028399,0,1,0
1028405,0,1,0
1028407,0,1,0
1028411,0,1,0
1028421,0,0,0
1028429,0,1,0
1028434,0,0,0
1030109,0,0,0
1030117,0,0,0
1030121,0,0,0
1030124,0,0,0
1030129,0,0,0
1030137,0,0,0
1030142,0,0,0
1030148,0,1,0
1030151,0,0,0
1030152,0,0,0
1030156,0,0,0
1030166,0,0,0
1030172,0,0,0
1030173,0,0,0
1030183,0,0,0
1030189,0,0,0
1039784,0,1,1
1039785,0,1,1
1039786,0,1,1
1039788,0,1,1
1039792,0,1,1
1039797,0,1,1
1039801,0,1,1
1039808,0,1,1
1039812,0,1,1
1042730,0,0,1
1071487,0,1,0
1072642,0,1,0
1078112,0,1,1
1079102,0,0,1
1032294,0,0,0
1032301,0,0,0
1032307,0,0,0
1032330,0,0,0
1032340,0,0,0
1032343,0,0,0
1032358,0,0,0
1032360,0,0,0
1032366,0,0,0
1032370,0,0,0
1032377,0,0,0
1032392,0,0,0
1032394,0,0,0
1032400,0,0,0
1032401,0,0,0
1032402,0,0,0
1032428,0,0,0
1032432,0,0,0
1032437,0,0,0
1041975,0,0,1
1042001,0,0,1
1042003,0,0,1
1042008,0,0,1
1042009,0,0,1
1055570,0,1,0
1055572,0,1,0
1055584,0,1,0
1055591,0,1,0
1055599,0,1,0
1055600,0,1,0
1055601,0,1,0
1055606,0,1,0
1055614,0,1,0
1055616,0,1,0
1055621,0,1,0
1055623,0,1,0
1055634,0,1,0
1065078,0,1,1
1065082,0,1,1
1065086,0,1,1
1065091,0,1,1
1065098,0,1,1
1065100,0,1,1
1065103,0,1,1
1065108,0,1,1
1065111,0,1,1
1065112,0,1,1
1065113,0,1,1
1065117,0,1,1
1065118,0,1,1
1065126,0,1,1
1065129,0,1,1
1065134,0,1,1
1065136,0,1,1
1065144,0,1,1
1074571,0,0,0
1074574,0,0,0
1074578,0,1,0
1079028,0,0,1
1089343,0,1,1
1089344,0,1,1
1089346,0,1,1
1089353,0,1,1
1047655,0,1,0
1047657,0,1,0
1047658,0,1,0
1047660,0,1,0
1047662,0,1,0
1047674,0,1,0
1047676,0,1,0
1047680,0,1,0
1047684,0,1,0
1047685,0,1,0
1050563,0,0,0
1050571,0,0,0
1050578,0,0,0
1050590,0,0,0
1061936,0,1,1
1061945,0,1,1
1061948,0,1,1
1061952,0,1,1
1061953,0,1,1
1061954,0,1,1
1061955,0,1,1
1061961,0,1,1
1061962,0,1,1
1061966,0,1,1
1061967,0,1,1
1061970,0,1,1
1061990,0,1,1
1061991,0,1,1
1061992,0,1,1
1061994,0,1,1
1061999,0,1,1
1062011,0,1,1
1062015,0,1,1
1062016,0,1,1
1062019,0,1,1
1062020,0,1,1
1062030,0,1,1
1064092,0,0,1
1064093,0,0,1
1064098,0,0,1
1064103,0,0,1
1064104,0,0,1
1064119,0,0,1
1064123,0,1,1
1064126,0,0,1
1067167,0,1,0
1074239,0,1,1
1074240,0,1,1
1074242,0,1,1
1074247,0,1,1
1074248,0,1,1
1074252,0,1,1
1074254,0,1,1
1074255,0,1,1
1074256,0,1,1
1074258,0,1,1
1074268,0,1,1
1074269,0,1,1
1074270,0,1,1
1074271,0,1,1
1074274,0,1,1
1074275,0,1,1
1076243,0,1,1
1057894,0,1,0
1057895,0,1,0
1057901,0,1,0
1057905,0,1,0
1057909,0,1,0
1057916,0,1,0
1057917,0,1,0
1057920,0,1,0
1057921,0,1,0
1057922,0,1,0
1057925,0,1,0
1057933,0,1,0
1057938,0,1,0
1057940,0,1,0
1057946,0,1,0
1057948,0,1,0
1057950,0,1,0
1057953,0,1,0
1057956,0,1,0
1057957,0,1,0
1057971,0,1,0
1057993,0,1,0
1057999,0,1,0
1058004,0,1,0
1058006,0,1,0
1058007,0,1,0
1058013,0,1,0
1058018,0,1,0
1058019,0,1,0
1058020,0,1,0
1058025,0,1,0
1058032,0,1,0
1058037,0,1,0
1058047,0,1,0
1058051,0,1,0
1062038,0,0,0
1062039,0,0,0
1062051,0,0,0
1062052,0,0,0
1062056,0,0,0
1062059,0,0,0
1062062,0,0,0
1062063,0,0,0
1062070,0,0,0
1062075,0,0,0
1062082,0,0,0
1062096,0,0,0
1062098,0,0,0
1062103,0,0,0
1062108,0,0,0
1072534,0,1,1
1072536,0,1,1
1072540,0,1,1
1072547,0,1,1
1072548,0,1,1
1072558,0,1,1
1072561,0,1,1
1072566,0,1,1
1072570,0,1,1
1072571,0,1,1
1072574,0,1,1
1072575,0,1,1
1072576,0,1,1
1072581,0,1,1
1072582,0,1,1
1072584,0,1,1
1072591,0,1,1
1072594,0,1,1
1072595,0,1,1
1072596,0,1,1
1072599,0,1,1
1072604,0,1,1
1072613,0,1,1
1072617,0,1,1
1072619,0,0,1
1075232,0,0,1
1075234,0,1,1
1075239,0,1,1
1075250,0,0,1
1083108,0,1,0
1083110,0,1,0
1083116,0,1,0
1083122,0,1,0
1083126,0,1,0
1083127,0,1,0
1084215,0,0,0
1091733,0,1,1
1091735,0,1,1
1091737,0,1,1
1091754,0,1,1
1000031,0,0,0
1000035,0,0,0
1000046,0,0,0
1000050,0,0,0
1000054,0,0,0
1000058,0,0,0
1000059,0,0,0
1000066,0,0,0
1000068,0,0,0
1000075,0,0,0
1000090,0,0,0
1000107,0,0,0
1000108,0,0,0
1000111,0,0,0
1000113,0,0,0
1000117,0,0,0
1000119,0,0,0
1000121,0,0,0
1000127,0,0,0
1000129,0,0,0
1000131,0,0,0
1000132,0,0,0
1000133,0,0,0
1000138,0,0,0
1000139,0,0,0
1000142,0,0,0
1000143,0,0,0
1000144,0,0,0
1000146,0,0,0
1000150,0,0,0
1000154,0,0,0
1000158,0,0,0
1000163,0,0,0
1000165,0,0,0
1000174,0,0,0
1000176,0,0,0
1000178,0,0,0
1000186,0,0,0
1000193,0,0,0
1000194,0,0,0
1000201,0,0,0
1000202,0,0,0
1000215,0,0,0
1000217,0,0,0
1000218,0,0,0
1000225,0,0,0
1000226,0,0,0
1000227,0,0,0
1000231,0,0,0
1000238,0,0,0
1000242,0,0,0
1000246,0,0,0
1000249,0,0,0
1000250,0,0,0
1000253,0,0,0
1002447,0,1,0
1002450,0,1,0
1002455,0,1,0
1002456,0,1,0
1002457,0,1,0
1002458,0,1,0
1002470,0,0,0
1002471,0,0,0
1002483,0,1,0
1012856,0,0,0
1018404,0,1,1
1019632,0,1,1
1019640,0,0,1
1036048,0,1,1
1047283,0,1,1
1071678,0,1,0
1071679,0,1,0
1071681,0,1,0
1071683,0,1,0
1002365,0,1,1
1002368,0,0,1
1002391,0,0,1
1002393,0,0,1
1002400,0,0,1
1002404,0,0,1
1002407,0,0,1
1002416,0,0,1
1002418,0,0,1
1003156,0,0,0
1003165,0,0,0
1003168,0,0,0
1003185,0,0,0
1003189,0,0,0
1003191,0,0,0
1003193,0,0,0
1003197,0,0,0
1003203,0,0,0
1014667,0,1,1
1014677,0,1,1
1014689,0,1,1
1014692,0,1,1
1014697,0,1,1
1014699,0,1,1
1014700,0,1,1
1014709,0,1,1
1014725,0,1,1
1014733,0,1,1
1014744,0,1,1
1014748,0,1,1
1014753,0,1,1
1014754,0,0,1
1014756,0,1,1
1014758,0,1,1
1014772,0,1,1
1015787,0,0,1
1015796,0,0,1
1016100,0,1,0
1016105,0,1,0
1016106,0,1,0
1016109,0,1,0
1016110,0,1,0
1016113,0,1,0
1016118,0,1,0
1016119,0,1,0
1016121,0,1,0
1016126,0,1,0
1016134,0,1,0
1016135,0,1,0
1016136,0,1,0
1016143,0,1,0
1016145,0,1,0
1016147,0,1,0
1016156,0,1,0
1016159,0,1,0
1032016,0,1,1
1032018,0,1,1
1032021,0,1,1
1032023,0,1,1
1032031,0,1,1
1032032,0,1,1
1032034,0,1,1
1032039,0,1,1
1039114,0,1,0
1113056,0,0,0
1113059,0,0,0
1113061,0,0,0
1113063,0,0,0
1113064,0,0,0
1113065,0,0,0
1113067,0,0,0
1113071,0,0,0
1113075,0,0,0
1113083,0,0,0
1113094,0,0,0
1113101,0,0,0
1113110,0,0,0
1113119,0,0,0
1114090,0,1,0
1114092,0,1,0
1114095,0,1,0
1114100,0,1,0
1114101,0,1,0
1114105,0,1,0
1114107,0,1,0
1114110,0,1,0
1114111,0,1,0
1114112,0,1,0
1114207,0,0,0
1115354,0,0,1
1115366,0,0,1
1115373,0,0,1
1115374,0,0,1
1115380,0,0,1
1115398,0,0,1
1115399,0,0,1
1115400,0,0,1
1115423,0,0,1
1115433,0,0,1
1115438,0,0,1
1115449,0,1,1
1115450,0,0,1
1116302,0,1,0
1117587,0,1,1
1117590,0,1,1
1117598,0,1,1
1117601,0,1,1
1117609,0,1,1
1117610,0,1,1
1117616,0,1,1
1117619,0,1,1
1117620,0,1,1
1117624,0,1,1
1117628,0,1,1
1117630,0,1,1
1117643,0,1,1
1117644,0,1,1
1117646,0,1,1
1117655,0,1,1
1117660,0,1,1
1117664,0,1,1
1117676,0,1,1
1117696,0,1,1
1117703,0,1,1
1117711,0,1,1
1117715,0,1,1
1117718,0,1,1
1117719,0,1,1
1117742,0,0,1
1117749,0,0,1
1117759,0,0,1
1117760,0,0,1
1117762,0,0,1
1118774,0,1,1
1118780,0,1,1
1118781,0,1,1
1118782,0,1,1
1118783,0,1,1
1118787,0,1,1
1118788,0,1,1
1118790,0,1,1
1118797,0,1,1
